141591	7682	stunningly unoriginal	0
136483	7379	when you doze off thirty minutes into the film	0
125563	6746	Time literally stops on a dime in the tries-so-hard-to-be-cool `` Clockstoppers , '' but that does n't mean it still wo n't feel like the longest 90 minutes of your movie-going life	0
138424	7495	Just dreadful .	0
153778	8400	to have cared much about any aspect of it , from its cheesy screenplay to the grayish quality of its lighting to its last-minute , haphazard theatrical release	0
24037	1091	audience falls asleep	0
54723	2723	sit through crap like this	0
144100	7821	most repugnant	0
104527	5516	bomb	0
92989	4844	most moronic	0
92888	4838	painful to watch	0
104859	5538	There 's too much forced drama in this wildly uneven movie , about a young man 's battle with his inescapable past and uncertain future in a very shapable but largely unfulfilling present .	0
132060	7120	a bit too much like an infomercial for Ram Dass 's latest book aimed at the boomer demographic	0
123553	6634	the worst sense of the expression	0
47041	2294	impenetrable and insufferable ball	0
102313	5384	is disappointingly generic	0
59068	2980	call it classicism or be exasperated by a noticeable lack of pace	0
38917	1856	Men in Black II achieves ultimate insignificance	0
56933	2865	stroked , luridly coloured , uni-dimensional nonsense machine that strokes the eyeballs while it evaporates like so much crypt mist in the brain	0
78137	4021	bad choice	0
110572	5861	loud , low-budget and tired formula film	0
30052	1395	This thing is virtually unwatchable .	0
65223	3301	bibbidy-bobbidi-bland .	0
109467	5798	An ugly-duckling tale so hideously and clumsily told it feels accidental .	0
151599	8269	where the most notable observation is how long you 've been sitting still	0
129790	6985	insipid script	0
30961	1443	A generic bloodbath that often becomes laughably unbearable when it is n't merely offensive .	0
132340	7136	A dull , dumb and derivative horror film .	0
89798	4673	an unbalanced mixture	0
137236	7424	constantly unfulfilling	0
16824	729	It 's definitely not made for kids or their parents , for that matter , and I think even fans of Sandler 's comic taste may find it uninteresting	0
107822	5702	Do n't expect any subtlety from this latest entry in the increasingly threadbare gross-out comedy cycle	0
16549	712	You can practically hear George Orwell turning over .	0
135234	7302	Without any redeeming value whatsoever .	0
34809	1638	A plodding teen remake that 's so mechanical you can smell the grease on the plot	0
82403	4255	would be rendered tedious by Avary 's failure to construct a story with even a trace of dramatic interest .	0
52904	2622	to joyless special-effects excess	0
120803	6463	a failure as straight drama	0
72813	3718	One of the most unpleasant things the studio has ever produced .	0
83207	4297	It 's difficult to conceive of anyone who has reached puberty actually finding the characters in Slackers or their antics amusing , let alone funny .	0
73858	3778	had a bad run in the market or a costly divorce , because there is no earthly reason other than money why this distinguished actor would stoop so low	0
113032	6002	is so clumsily sentimental and ineptly directed it may leave you speaking in tongues .	0
94047	4907	the most part a useless movie , even with	0
20807	929	Collateral Damage is trash ,	0
32143	1506	A wishy-washy melodramatic movie that shows us plenty of sturm und drung , but explains its characters ' decisions only unsatisfactorily .	0
108720	5755	like one of -LRB- Spears ' -RRB- music videos in content -- except that it goes on for at least 90 more minutes and , worse , that you have to pay if you want to see it .	0
68530	3478	a film so graceless and devoid of merit as this one come along	0
61723	3120	The movie is so resolutely cobbled together out of older movies that it even uses a totally unnecessary prologue , just because it seems obligatory .	0
84474	4369	shot on ugly digital video	0
150642	8211	This mess of a movie is nothing short of a travesty of a transvestite comedy .	0
66606	3380	still to believe that anyone in his right mind would want to see the it	0
56225	2818	only so much baked cardboard	0
131040	7062	so cliched and contrived that it makes your least favorite James Bond movie seem as cleverly plotted as The Usual Suspects	0
46286	2252	poorly scripted ,	0
120479	6442	no way original , or even all that memorable , but as downtown Saturday matinee brain candy	0
46470	2259	is a rambling and incoherent manifesto about the vagueness of topical excess	0
81672	4213	expects people to pay to see it	0
109238	5785	Contrived , awkward and filled with unintended laughs , the film shows signs that someone other than the director got into the editing room and tried to improve things by making the movie go faster .	0
91890	4782	Rob Schneider 's infantile cross-dressing routines fill The Hot Chick , the latest gimmick from this unimaginative comedian .	0
31705	1486	A poky and pseudo-serious exercise in sham actor workshops and an affected malaise .	0
42701	2061	freakshow	0
119896	6412	the era of the intelligent , well-made B movie is long gone	0
67047	3403	with a sour taste in one 's mouth , and little else	0
77584	3990	really stupid	0
44039	2134	that it makes My Big Fat Greek Wedding look like an apartheid drama	0
91970	4786	accuse Kung Pow for misfiring , since it is exactly what it wants to be : an atrociously , mind-numbingly , indescribably bad movie	0
89347	4644	for completely empty entertainment	0
136161	7359	A disappointment for a movie that should have been the ultimate IMAX trip	0
16863	730	did n't sign a pact to burn the negative and the script and pretend the whole thing never existed	0
98059	5137	also comes with the laziness and arrogance of a thing that already knows it 's won .	0
144033	7817	-RRB- meandering and pointless French coming-of-age import from writer-director Anne-Sophie Birot	0
126778	6816	that we really have n't had a good cheesy B-movie playing in theaters since ... well ... since last week 's Reign of Fire	0
94221	4917	utterly distracting blunder	0
86202	4463	miscast leads , banal dialogue	0
53649	2663	astonishingly condescending attitude	0
81608	4209	a bad mannered , ugly and destructive little \*\*\*\*	0
58745	2962	The Weight of Water comes off as a two-way time-switching myopic mystery that stalls in its lackluster gear of emotional blandness .	0
144385	7839	This is an ungainly movie , ill-fitting , with its elbows sticking out where the knees should be .	0
132942	7170	far-flung , illogical , and plain stupid	0
57889	2918	a flop with the exception of about six gags that really work	0
154638	8455	as with most late-night bull sessions , eventually the content is n't nearly as captivating as the rowdy participants think it is .	0
44116	2138	Does n't deserve a passing grade -LRB- even on a curve -RRB-	0
144950	7871	quite possibly the sturdiest example yet of why the DV revolution has cheapened the artistry of making a film	0
129739	6982	an hour-and-a-half of inoffensive , unmemorable filler .	0
45630	2218	loud and thoroughly obnoxious comedy	0
125222	6728	anything except that the Chelsea Hotel today is populated by whiny , pathetic , starving and untalented artistes	0
67946	3449	to be even worse than its title	0
48374	2362	It 's plotless , shapeless	0
123027	6602	unembarrassing but unmemorable	0
153534	8385	is loopy and ludicrous ... that it could have been a hoot in a bad-movie way if the laborious pacing and endless exposition had been tightened .	0
105004	5546	in a movie this bad	0
50961	2508	a bad film	0
67693	3437	pull his head out of his butt	0
107865	5704	describe exactly how bad it is	0
60261	3043	It never comes close to being either funny or scary	0
68678	3489	is oppressively heavy .	0
69617	3540	is weighed down by supporting characters who are either too goodly , wise and knowing or downright comically evil .	0
26031	1190	secondhand material	0
95134	4961	phony humility	0
80359	4140	a cheap , ludicrous attempt	0
152210	8304	Journalistically dubious , inept and often lethally dull	0
96400	5035	where the film ultimately fails	0
73233	3740	further demonstrates just how far his storytelling skills have eroded .	0
31535	1476	is ultimately about as inspiring as a Hallmark card .	0
147092	8005	like Stealing Harvard , which fails to keep 80 minutes from seeming like 800	0
23892	1085	negativity	0
30971	1443	unbearable when it is n't merely offensive	0
25539	1167	leaves him shooting blanks	0
130949	7058	The Tuxedo miscalculates badly by forcing the star to play second fiddle to the dull effects that allow the suit to come to life .	0
144733	7856	Schaeffer 's film never settles into the light-footed enchantment the material needs , and the characters ' quirks and foibles never jell into charm .	0
90475	4709	how ridiculous and money-oriented	0
136851	7401	a dark pit having a nightmare about bad cinema	0
34509	1621	a mostly boring affair with a confusing sudden finale that 's likely to irk viewers .	0
125583	6746	feel like the longest 90 minutes of your movie-going life	0
23131	1048	from the dullest science fiction	0
21733	971	worthless	0
111955	5942	essentially ruined --	0
73759	3772	, it 's one of the worst of the entire franchise .	0
94217	4917	an inexplicable , utterly distracting blunder at the very end	0
131363	7078	the only drama is in waiting to hear how John Malkovich 's reedy consigliere will pronounce his next line	0
152338	8313	Quite frankly , I ca n't see why any actor of talent would ever work in a McCulloch production again if they looked at how this movie turned out .	0
70200	3574	super-stupid	0
144838	7863	is a mess from start to finish	0
23114	1047	is that it stinks .	0
39393	1882	A 75-minute sample of puerile rubbish that is listless , witless , and devoid of anything resembling humor .	0
65749	3333	loathsome movie	0
101467	5335	feels clumsy and convoluted	0
153122	8361	avoid seeing this trite , predictable rehash	0
136922	7405	their dogmatism , manipulativeness and narrow , fearful view of American life	0
141043	7649	makes no sense	0
135888	7339	Excruciatingly unfunny	0
94833	4946	disdain	0
70393	3588	Clockstoppers if you have nothing better to do with 94 minutes	0
103435	5455	turns numbingly dull-witted and disquietingly creepy .	0
92058	4791	Idiotic and	0
133194	7183	leaves a lot to be desired .	0
150729	8216	to admit I walked out of Runteldat	0
91989	4786	mind-numbingly , indescribably bad	0
27166	1251	assumes that not only would subtlety be lost on the target audience , but that it 's also too stupid to realize that they 've already seen this exact same movie a hundred times	0
39929	1908	no reason to watch	0
109698	5813	low-grade dreck	0
110804	5870	-LRB- A -RRB- poorly executed comedy .	0
37716	1794	a bland , pretentious mess .	0
94857	4948	drooling idiots	0
83020	4285	realize there 's no place for this story to go but down	0
20927	934	in Jerry Bruckheimer 's putrid pond of retread action twaddle	0
75875	3892	where nothing really happens	0
73483	3755	than this facetious smirk of a movie	0
90617	4717	Manipulative claptrap , a period-piece movie-of-the-week , plain old blarney ... take your pick .	0
47205	2300	the movie itself does n't stand a ghost of a chance	0
116547	6214	cold and dead	0
123662	6640	an imitation movie	0
141622	7684	three hours and with very little story or character development	0
128148	6895	Suffers from unlikable characters and a self-conscious sense of its own quirky hipness .	0
38083	1811	be hard pressed to think of a film more cloyingly sappy than Evelyn this year	0
35908	1694	to attempt to pass this stinker off as a scary movie	0
136475	7379	is hitting your head on the theater seat in front of you when you doze off thirty minutes into the film	0
51713	2550	to tolerate this insipid , brutally clueless film	0
22687	1027	indulges in the worst elements of all of them	0
48390	2363	Each scene drags , underscoring the obvious , and sentiment is slathered on top	0
131424	7080	even slightly wised-up kids would quickly change the channel	0
155909	8534	to describe how bad it is	0
110671	5864	a drowsy drama infatuated by its own pretentious self-examination	0
144392	7839	an ungainly movie	0
39691	1895	Cold , Sterile And Lacking Any Color Or Warmth .	0
65584	3323	a huge disappointment coming	0
121936	6535	keep pushing the jokes at the expense of character until things fall apart .	0
65894	3342	as the tiresome rant of an aging filmmaker still thumbing his nose at convention	0
98282	5151	walked out muttering words like `` horrible '' and `` terrible , '' but	0
135810	7336	lame story	0
45874	2231	unlikable , uninteresting , unfunny , and completely	0
138708	7516	`` soon-to-be-forgettable '' section	0
60355	3048	is so prolonged and boring it is n't even close to being the barn-burningly bad movie it promised it would be .	0
132208	7128	A dull , somnambulant exercise in pretension whose pervasive quiet is broken by frequent outbursts of violence and noise .	0
78193	4023	dime-store psychology	0
127885	6879	, this is the most visually unappealing .	0
62220	3145	is one big , dumb action movie .	0
141626	7684	very little story or character	0
113310	6021	then just fell apart	0
23816	1082	is a subzero version of Monsters , Inc. , without the latter 's imagination ,	0
48895	2388	As gamely as the movie tries to make sense of its title character , there remains a huge gap between the film 's creepy , clean-cut Dahmer -LRB- Jeremy Renner -RRB- and fiendish acts that no amount of earnest textbook psychologizing can bridge .	0
27189	1251	've already seen this exact same movie a hundred times	0
46844	2281	, sitting through Dahmer 's two hours amounts to little more than punishment .	0
130985	7060	As aimless as an old pickup skidding completely out of control on a long patch of black ice , the movie makes two hours feel like four .	0
60369	3048	the barn-burningly bad movie	0
94549	4936	Ultimate X is the gabbiest giant-screen movie ever , bogging down in a barrage of hype .	0
147097	8005	to keep 80 minutes from seeming like 800	0
153395	8378	he were stripped of most of his budget and all of his sense of humor	0
31365	1466	severe body odor	0
98449	5160	's no disguising this as one of the worst films of the summer	0
118725	6346	Cinematic pratfalls	0
129199	6948	A dull , simple-minded and stereotypical tale of drugs , death and mind-numbing indifference on the inner-city streets	0
152332	8312	'' is a big time stinker .	0
118181	6312	is overkill to the highest degree	0
65612	3325	without a glimmer of intelligence or invention	0
92881	4838	The predominantly amateur cast is painful to watch , so stilted and unconvincing	0
63086	3191	putrid writing , direction and timing with a smile that says , ` If I stay positive , maybe I can channel one of my greatest pictures , Drunken Master	0
79969	4119	, can not overcome blah characters	0
83705	4326	cheap manipulation or corny conventions	0
21135	946	it 's sanctimonious , self-righteous and so eager to earn our love that you want to slap it	0
79314	4084	of last summer 's bloated effects	0
84768	4384	cheap-shot mediocrity	0
134009	7232	lack contrast , are murky	0
150728	8216	have to admit I walked out of Runteldat	0
135889	7339	pitifully unromantic	0
151080	8235	Muddled , simplistic and more than a little pretentious .	0
82669	4268	the journey does n't really go anywhere .	0
152182	8302	you 're in for a painful ride .	0
79448	4092	bone-dry , mournfully brittle delivery	0
54684	2722	I 'm not sure which will take longer to heal : the welt on Johnny Knoxville 's stomach from a riot-control projectile or my own tortured psyche .	0
111082	5887	comes closer to the failure of the third Revenge of the Nerds sequel	0
55439	2767	could n't find stardom if MapQuest emailed him point-to-point driving directions .	0
127093	6835	is the fact that there is nothing distinguishing in a Randall Wallace film	0
74111	3794	tactic to cover up the fact that the picture is constructed around a core of flimsy -- or , worse yet , nonexistent -- ideas	0
149546	8140	Gambling and throwing a basketball game for money is n't a new plot	0
50668	2491	has run its course	0
66893	3394	a failure	0
105599	5576	this trifling romantic comedy in which opposites attract for no better reason than that the screenplay demands it squanders the charms of stars Hugh Grant and Sandra Bullock .	0
150679	8213	is unfocused , while the story goes nowhere .	0
75386	3866	is almost certainly going to go down as the worst -- and only -- killer website movie of this or any other year	0
126695	6812	video , and so devoid of artifice and purpose that it appears not to have been edited at all	0
107807	5700	vicious and absurd	0
151846	8286	An exceptionally dreary and overwrought bit of work	0
28241	1300	cruel , misanthropic stuff with only weak claims to surrealism and black comedy	0
38246	1820	is horrible	0
99908	5241	replaced by the forced funniness found in the dullest kiddie flicks	0
122794	6587	, unsubtle and Hollywood-predictable	0
25999	1190	The leads are so unmemorable , despite several attempts at lengthy dialogue scenes , that one eventually resents having to inhale this gutter romancer 's secondhand material .	0
96479	5041	it traps audiences in a series of relentlessly nasty situations that we would pay a considerable ransom not to be looking at .	0
109755	5815	, it has all the heart of a porno flick -LRB- but none of the sheer lust -RRB- .	0
102448	5392	Forget about one Oscar nomination for Julianne Moore this year	0
66158	3355	Lacks the spirit of the previous two , and makes all those jokes about hos and even more unmentionable subjects seem like mere splashing around in the muck .	0
145196	7890	wretched	0
73856	3778	assume he had a bad run in the market or a costly divorce , because there is no earthly reason other than money why this distinguished actor would stoop so low	0
84867	4389	A grand fart coming from a director beginning to resemble someone 's crazy French grandfather .	0
82180	4241	, My Sweet has so many flaws it would be easy for critics to shred it .	0
18397	805	has n't developed characters so much as caricatures , one-dimensional buffoons that get him a few laughs but nothing else	0
121865	6530	the shabby digital photography	0
78453	4034	skip it	0
49272	2411	fails to give his audience a single character worth rooting for -LRB- or worth rooting against , for that matter -RRB- .	0
104510	5516	Impostor deviously adopts the guise of a modern motion picture	0
76332	3921	Viewing this underdramatized but overstated film	0
94302	4922	has dreamed up such blatant and sickening product placement in a movie	0
40077	1919	so tedious it makes the silly spy vs. spy film The Sum of All Fears , starring Ben Affleck , seem downright Hitchcockian	0
108381	5736	` Punch-Drunk Love is so convinced of its own brilliance that , if it were a person , you 'd want to smash its face in . '	0
137977	7465	for those for whom the name Woody Allen was once a guarantee of something fresh , sometimes funny , and usually genuinely worthwhile , Hollywood Ending is a depressing experience	0
34808	1638	A plodding teen remake that 's so mechanical you can smell the grease on the plot twists .	0
86174	4461	This 90-minute dud	0
42736	2063	Fails as a dystopian movie , as a retooling of Fahrenheit 451 , and even as a rip-off of The Matrix .	0
100577	5278	of Hollywood fluff	0
115165	6134	dying a slow death , if the poor quality of Pokemon 4 Ever is any indication	0
84177	4348	bad enough	0
27805	1277	A lame romantic comedy about an unsympathetic character and someone who would not likely be so stupid as to get	0
116316	6201	there are side stories aplenty -- none of them memorable	0
79625	4099	is meaningless , vapid and devoid	0
129940	6995	in that something 's horribly wrong	0
23123	1048	zoning ordinances to protect your community from the dullest science fiction	0
101195	5318	paper-thin supporting characters	0
137342	7431	as other rowdy raunch-fests -- farts , boobs , unmentionables --	0
119675	6400	the same old crap	0
155908	8534	takes to describe how bad it is	0
99727	5232	makes even Jason X ... look positively Shakesperean by comparison	0
41151	1973	significantly less charming than listening to a four-year-old	0
127047	6832	unimaginative and derivative	0
139184	7545	Slackers ' jokey approach to college education is disappointingly simplistic -- the film 's biggest problem -- and there are no unforgettably stupid stunts or uproariously rude lines of dialogue to remember it by	0
152187	8302	a painful ride	0
16356	704	, Longley 's film lacks balance ... and fails to put the struggle into meaningful historical context .	0
40896	1960	Teddy Bears ' Picnic ranks among the most pitiful directing	0
37192	1764	It may as well be called `` Jar-Jar Binks : The Movie . ''	0
26386	1210	A so-so , made-for-TV something posing as a real movie .	0
34001	1597	A Nightmare	0
120166	6426	, we get an ugly , mean-spirited lashing out by an adult who 's apparently been forced by his kids to watch too many Barney videos .	0
129738	6982	... an hour-and-a-half of inoffensive , unmemorable filler .	0
83963	4338	its sleazy moralizing	0
139731	7582	Too bad none of it is funny .	0
127886	6879	this is the most visually unappealing .	0
20338	909	Lots of effort and intelligence are on display but in execution it is all awkward , static , and lifeless rumblings .	0
113119	6008	this supposedly funny movie	0
23414	1062	Bears is even worse than I imagined a movie ever could be .	0
89442	4650	could easily mistake it for a sketchy work-in-progress that was inexplicably rushed to the megaplexes before its time .	0
138837	7525	is in more abundant supply in this woefully hackneyed movie , directed by Scott Kalvert , about street gangs and turf wars in 1958 Brooklyn -- stale cliches , gratuitous violence , or empty machismo	0
32077	1501	out-bad-act the other	0
71245	3635	a serious urge to grab the old lady at the end of my aisle 's walker and toss it at the screen in frustration	0
71548	3650	share no chemistry or engaging charisma	0
83703	4326	stoops to cheap manipulation or corny conventions	0
101717	5355	you feel like running out screaming	0
138843	7525	this woefully hackneyed movie , directed by Scott Kalvert , about street gangs and turf wars in 1958 Brooklyn -- stale cliches , gratuitous violence , or empty machismo	0
94890	4952	the worst kind of mythologizing , the kind that sacrifices real heroism and abject suffering for melodrama .	0
33786	1588	rushed , slapdash , sequel-for-the-sake	0
135249	7303	plays like a bad soap opera	0
36659	1735	lowered your entertainment standards	0
37986	1806	I could feel my eyelids ... getting ... very ... heavy ...	0
151746	8280	had a lot of problems with this movie .	0
60452	3052	plodding picture	0
32970	1544	ludicrous	0
142936	7759	boils down to a transparently hypocritical work that feels as though it 's trying to set the women 's liberation movement back 20 years . '	0
34982	1646	Most of the problems with the film do n't derive from the screenplay , but rather the mediocre performances by most of the actors involved	0
35575	1675	seeing because it 's so bad	0
52154	2575	that it 's so not-at-all-good	0
103116	5438	Vulgar is too optimistic a title .	0
78632	4047	sustained fest of self-congratulation between actor and director that leaves scant place for the viewer	0
91990	4786	, indescribably bad	0
130150	7008	it leaves a bad taste in your mouth and questions on your mind	0
78525	4039	The film is all over the place , really .	0
67869	3446	its apparent glee is derived from a lobotomy , having had all its vital essence scooped out and discarded .	0
58808	2965	Harry Potter and the Chamber of Secrets finds a way to make J.K. Rowling 's marvelous series into a deadly bore .	0
119686	6401	, Eight Crazy Nights is a total misfire .	0
45645	2218	deeply unpleasant experience	0
82527	4261	more like a travel-agency video targeted at people who like to ride bikes	0
73689	3769	This movie feel more like a non-stop cry for attention , than an attempt at any kind of satisfying entertainment .	0
65224	3301	bibbidy-bobbidi-bland	0
152814	8339	awkwardly paced soap opera-ish story	0
126331	6791	is very choppy and monosyllabic despite the fact that it is being dubbed	0
47525	2317	, long-suffering but cruel	0
44321	2148	turn out to be a bit of a cheat in the end	0
22308	1004	None of this is very original , and it is n't particularly funny .	0
129204	6948	dull , simple-minded and stereotypical	0
80126	4128	disposable , kitchen-sink homage that illustrates why the whole is so often less than the sum of its parts in today 's Hollywood	0
22203	995	lame	0
37629	1788	frustrating than a modem that disconnects every 10 seconds	0
90338	4702	is rote spookiness , with nary an original idea -LRB- or role , or edit , or score , or anything , really -RRB- in sight	0
95112	4960	lame kiddie flick	0
101803	5358	's superficial and unrealized	0
131603	7091	paced at a speed that is slow to those of us in middle age and deathly slow to any teen	0
24399	1109	will be put to sleep or bewildered by the artsy and often pointless visuals	0
24550	1117	`` Serving Sara '' has n't much more to serve than silly fluff	0
74198	3801	the way it skirts around any scenes that might have required genuine acting from Ms. Spears	0
114634	6099	zero-dimensional , unlikable characters and	0
74835	3836	mind crappy movies	0
29154	1349	idiots	0
118983	6360	Releasing a film with the word ` dog ' in its title in January lends itself to easy jokes and insults , and Snow Dogs deserves every single one of them	0
149026	8108	appalling as any ` comedy '	0
112134	5953	Philosophically , intellectually and logistically a mess .	0
107936	5708	own most damning censure	0
73072	3733	's a glorified sitcom , and a long , unfunny one at that .	0
31013	1445	is inane and awful	0
63022	3189	terrible , banal dialogue ; convenient , hole-ridden plotting ; superficial characters	0
37955	1805	as rude and profane as ever ,	0
27921	1282	We hate -LRB- Madonna -RRB- within the film 's first five minutes , and	0
83261	4299	it 's so lackluster	0
130867	7053	Skip the film and buy the Philip Glass soundtrack CD .	0
143026	7763	inconsistent and ultimately unsatisfying drizzle	0
134079	7236	cheap , graceless , hackneyed sci-fi serials	0
90035	4684	what critics have come to term an `` ambitious failure	0
117690	6283	suffers from two fatal ailments -- a dearth of vitality and a story that 's shapeless and uninflected .	0
45771	2225	as my friend David Cross would call it , ` Hungry-Man portions of bad '	0
94108	4910	dull , spiritless , silly and monotonous	0
144023	7817	is on full , irritating display in -LRB- this -RRB- meandering and pointless French coming-of-age import from writer-director Anne-Sophie Birot .	0
55375	2763	, truly bad	0
124623	6697	Apparently writer-director Attal thought he need only cast himself and his movie-star wife sitting around in their drawers to justify a film	0
74104	3794	feels like a ruse , a tactic to cover up the fact that the picture is constructed around a core of flimsy -- or , worse yet , nonexistent -- ideas	0
100113	5253	dim-witted and lazy spin-off	0
33906	1591	worse than bland	0
28728	1331	's so sloppily written and cast that you can not believe anyone more central to the creation of Bugsy than the caterer	0
151499	8262	condescension from every pore .	0
78187	4023	heavy-handed symbolism , dime-store psychology and endless scenic shots that make 105 minutes seem twice as long	0
88475	4598	's not very well shot or composed or edited	0
65530	3319	inane , humorless and under-inspired	0
48686	2377	's only one way to kill Michael Myers for good : stop buying tickets to these movies	0
117415	6266	's unfortunate that Wallace , who wrote Gibson 's Braveheart as well as the recent Pearl Harbor , has such an irrepressible passion for sappy situations and dialogue .	0
39095	1866	vulgar , sexist , racist humour	0
135546	7320	There 's nothing to gain from watching They .	0
