Id,Prediction
436,4434642.704
437,2862427.845
438,5584036.665
439,5314353.20333
440,4151421.69
441,4480638.2
442,3319502.86
443,4746367.18
444,4564460.22667
445,4307410.155
446,8711964.965
447,3597448.89667
448,8381917.81
449,8012174.3475
450,8651730.66
451,3679429.39
452,9205822.631
453,4743537.38
454,5454224.504
455,3461940.425
456,7583128.85
457,4133601.7275
458,4909647.20342
459,2344239.07
460,4792229.695
461,4710317.36
462,4667580.45042
463,4291499.985
464,4517023.88
465,4330440.03792
466,9076965.95
467,4521393.73917
468,3232023.74
469,3970543.305
470,4032830.80417
471,4820181.165
472,3174561.175
473,4277017.845
474,5016152.2275
475,8169142.195
476,3026559.33
477,3978109.0
478,4360777.74
479,3848281.3105
480,4540110.2775
481,7552979.945
482,4162454.05
483,4328159.86167
484,6513547.82
485,4851193.775
486,5514085.07625
487,3539776.255
488,4456543.1125
489,4330097.97
490,4639196.62
491,2478724.65
492,5680324.0475
493,6370984.70858
494,4140082.54708
495,3912905.92
496,5108466.11
497,6057826.39333
498,7215264.19
499,5298375.11375
500,5161443.06083
501,3424938.43
502,4542123.825
503,9197917.5525
504,4161596.47833
505,6882659.01167
506,4910965.75
507,4601355.14
508,5383406.06917
509,3876602.32
510,10033720.6592
511,4787682.785
512,2308174.95
513,4687211.3325
514,2970443.6
515,3407196.625
516,3872156.835
517,4452147.11
518,3431007.605
519,4577557.005
520,3962235.015
521,6467596.54167
522,7997447.2
523,4563753.89
524,3682606.5525
525,4730549.13
526,7264367.36
527,6702220.265
528,3275120.91
529,9003671.52
530,3433734.445
531,5396944.60833
532,4427569.425
533,3379217.105
534,5374602.94
535,4089755.96667
536,5047434.27
537,8743751.36
538,3610115.93
539,4785674.32042
540,5300401.42542
541,4672888.54042
542,4519575.145
543,4493583.08
544,4173743.765
545,3554259.375
546,3642963.33
547,5808168.5935
548,6587284.0
549,3513190.005
550,3732366.64
551,5123499.445
552,7909234.3575
553,4495794.7925
554,7992129.33667
555,4806621.61
556,2514283.87
557,4547635.995
558,3998476.704
559,5238314.14583
560,4731340.47333
561,6773507.87133
562,3043566.55
563,5092371.3375
564,4044165.65
565,5537807.76
566,2589353.47
567,4559793.69833
568,4427528.88083
569,6308505.10133
570,4774170.78333
571,7444894.86
572,3685847.785
573,3825934.54
574,4115810.855
575,4153327.35
576,10965059.285
577,4146782.23
578,4080413.56
579,8895488.82
580,4663186.185
581,4730026.4925
582,5631288.96058
583,4542176.81
584,4519830.45667
585,4221382.805
586,3220696.015
587,7603118.435
588,3752666.6825
589,4461730.065
590,4786411.99
591,3818026.96667
592,3998508.2
593,4532108.07333
594,3835351.655
595,2897813.69
596,9842080.225
597,5256946.7725
598,6062628.45225
599,9501142.431
600,3216347.985
601,5349201.37833
602,6779230.0575
603,3747251.375
604,3809755.985
605,4251074.69
606,3469020.2
607,2985518.125
608,4546473.89
609,4589258.865
610,4831719.06333
611,3696998.035
612,4101659.525
613,6422477.7735
614,4760136.155
615,5802709.465
616,4768762.2425
617,4625114.885
618,7119073.6685
619,4509027.305
620,4284125.625
621,4589356.12
622,4735265.72
623,3743592.815
624,5057976.85267
625,3958003.9625
626,4863496.5
627,6332650.63417
628,4402206.58
629,8818008.445
630,5067909.10958
631,6183664.15133
632,6205496.21
633,8210246.05
634,3365284.35
635,4637578.72467
636,5206630.57625
637,3203728.52
638,4292204.77167
639,9161240.98
640,4064181.80833
641,4554828.99542
642,3568824.575
643,5044646.0525
644,3673209.195
645,2831197.855
646,6371662.82683
647,3231883.03
648,7119828.34
649,9159555.615
650,3436526.03
651,3610224.655
652,3110679.375
653,4651253.04
654,5193221.096
655,8403862.0525
656,3578749.925
657,4971557.87875
658,4276186.09083
659,3984298.25
660,5240489.65
661,8282559.46
662,8977939.66
663,3994194.395
664,3313846.005
665,4512788.75667
666,7418976.845
667,4008258.03
668,4660898.16667
669,4297235.55167
670,5331087.17833
671,6829205.82925
672,4457712.16
673,4741232.435
674,4230821.075
675,5261987.35792
676,4570640.01
677,4827679.135
678,3983983.43083
679,5598062.195
680,2480736.94
681,4864913.825
682,7011421.135
683,4541470.28
684,5247760.28375
685,5112920.38167
686,4683970.48
687,2752887.31667
688,5160519.81925
689,5407404.601
690,4186298.89
691,4264896.09167
692,4031493.605
693,5174846.77667
694,5008867.38833
695,4039740.25
696,7522826.605
697,6946479.16917
698,3830301.13483
699,2866307.46
700,5499967.7525
701,4486164.87
702,4581923.285
703,5452596.87
704,3530859.62
705,4333725.40833
706,5660756.2025
707,8434334.575
708,4331796.095
709,4077918.615
710,5984987.74167
711,9255985.02
712,4246149.965
713,3912820.365
714,3585728.74167
715,2681693.89
716,3273554.48
717,4089809.52
718,4824649.7075
719,4887397.62833
720,5602680.59858
721,7649542.3425
722,6260103.8
723,4257876.84
724,4490678.79
725,8773090.6125
726,3878606.825
727,3873083.1775
728,5096808.05667
729,5089826.82042
730,7756622.55
731,4245232.315
732,3477264.36
733,11030747.055
734,6187250.145
735,5040297.44392
736,5174707.45267
737,8508374.085
738,4345851.94
739,3838698.99342
740,4666776.74
741,5043367.59
742,4989431.12
743,5508853.1235
744,4386199.305
745,4566398.44
746,4345165.00667
747,4911458.67
748,9571360.84
749,3915377.675
750,9006375.16
751,3655216.335
752,4605733.23
753,2894933.46
754,2567552.71
755,4011478.635
756,8177318.29
757,4452623.02
758,3926246.62833
759,4898542.23
760,5101121.26333
761,4443566.335
762,4207367.31
763,3888120.85
764,3720030.14
765,5863459.15917
766,6476467.38375
767,4006858.495
768,4079046.17
769,5216224.7055
770,5431147.51583
771,4522990.71
772,4239046.33833
773,5280999.08
774,3669288.57
775,5128214.46667
776,3745603.685
777,4454009.86
778,7889355.845
779,3898757.91
780,4682360.51708
781,6295889.89833
782,9261593.03083
783,4852902.25
784,4116780.51167
785,6043427.51425
786,5120337.73958
787,4143728.77
788,6774283.905
789,4329272.61
790,3497675.90667
791,4871400.08
792,2767534.43
793,3459463.25
794,3247897.96
795,5521800.725
796,3943705.67333
797,2877452.18
798,4251439.275
799,4185451.415
800,5320541.255
801,5180799.881
802,4614770.1975
803,3605906.895
804,4682640.97083
805,4394351.325
806,4271934.53
807,4502724.84
808,4882539.65067
809,3224506.74
810,7319347.015
811,4298777.095
812,4350512.55
813,4087422.835
814,3829484.935
815,6347017.92433
816,4853309.2925
817,4145282.455
818,4767608.35917
819,3487732.24
820,4298018.935
821,3806361.97
822,4791105.24
823,4756730.365
824,4650166.3375
825,4905017.225
826,4743853.44417
827,3045880.51
828,4150030.42
829,8145829.545
830,9070737.1275
831,5708895.01
832,4633716.62
833,9353095.575
834,5197264.10083
835,7751528.445
836,3411925.91
837,4218157.07
838,4110427.385
839,3261425.625
840,3864993.45
841,3292155.115
842,5597284.79
843,5456261.39583
844,3577958.96
845,5622807.415
846,6452537.3
847,4935808.61833
848,2718294.08
849,5703204.19717
850,9121752.63917
851,5188560.675
852,9753231.9075
853,9317169.075
854,8383236.1225
855,3923043.225
856,6526591.5985
857,7211321.8775
858,4018148.04417
859,4091912.1
860,4913656.01817
861,4383203.985
862,4111971.725
863,3339100.27
864,8754074.38
865,4271343.4125
866,3047843.325
867,7687933.835
868,8646497.515
869,4442558.61417
870,3817685.93
871,6258695.13517
872,4400415.865
873,7589556.715
874,8510881.445
875,5502330.91333
876,4328931.17167
877,4812100.375
878,3395080.60667
879,4770451.16
880,2786500.79
881,3783476.0875
882,6369886.60125
883,3564923.81083
884,4129128.66
885,8466713.34
886,3972082.70167
887,8837655.125
888,3886631.52167
889,4777798.5275
890,9497689.595
891,3102539.3
892,4632789.08833
893,7537307.47
894,5024477.8
895,3667852.97
896,4502525.1175
897,4525016.25
898,4101265.68
899,5817657.15342
900,2985331.25
901,8623129.07
902,3668646.42
903,3391477.325
904,4497845.37
905,4926979.85167
906,4655099.74517
907,4179368.265
908,5685550.83
909,3483347.1275
910,4719933.06
911,4650181.91833
912,8660221.74
913,9419694.8275
914,3112746.44
915,3764585.15833
916,2456509.71
917,4318659.255
918,4608883.63
919,4406660.68
920,4176774.575
921,4294912.965
922,4068395.275
923,4322777.785
924,5880657.63042
925,4812411.215
926,9599778.7675
927,4519573.525
928,7112716.83
929,4601940.405
930,3834961.14
931,4747519.26583
932,4805872.655
933,5049106.99
934,4191383.32
935,4699774.64
936,7905575.1825
937,8556044.55
938,4657143.77167
939,4039617.8
940,4783737.02042
941,4184799.35
942,4739661.17
943,4512467.385
944,4859049.99
945,6957070.445
946,4589306.1
947,5373853.76183
948,4534766.265
949,3092997.445
950,4730901.33
951,3751869.27
952,4994484.9475
953,3832216.215
954,5073119.87
955,4436205.605
956,5510156.25917
957,7382251.7
958,7315261.606
959,4495032.045
960,4747785.11167
961,4852338.20042
962,4715839.62
963,5142937.55
964,6283074.935
965,4142025.93
966,7957376.89
967,7961332.11
968,3177532.43
969,4049480.89833
970,3031261.0
971,2469063.70833
972,4416843.81
973,3596022.595
974,3743157.45
975,4092974.38
976,3747487.075
977,6474794.225
978,4438279.8
979,4900893.75
980,4777585.74
981,3107027.84
982,4185814.415
983,5416013.83233
984,5095492.985
985,4580417.495
986,4852090.02967
987,9005424.8075
988,4155466.08
989,3904357.33
990,5027939.0275
991,3174780.45
992,5015421.22
993,7204305.505
994,5647053.8525
995,4092177.265
996,4670328.5
997,6367618.865
998,6736566.89833
999,4608189.445
1000,6618319.616
1001,4366225.275
1002,3219323.47
1003,4389336.38667
1004,5224447.99
1005,4991914.69458
1006,9749810.832
1007,5030928.675
1008,4183660.04
1009,7620920.525
1010,3897126.81
1011,4055774.41
1012,7040934.05167
1013,4465537.645
1014,4260759.4625
1015,5637245.61167
1016,4100269.86
1017,4980166.78
1018,4835273.1175
1019,5761106.07167
1020,5087251.855
1021,4583169.075
1022,4372002.41
1023,4638388.98417
1024,3718970.98
1025,4000230.07
1026,8211518.125
1027,3631164.945
1028,5209618.01
1029,7911563.795
1030,4574062.74
1031,3948132.9
1032,4419493.58583
1033,4758431.075
1034,4250111.23
1035,2924672.83
1036,4316960.94
1037,4730022.41375
1038,3994057.5825
1039,3392712.14
1040,4252725.93583
1041,3530307.92
1042,4194054.23583
1043,4605058.145
1044,4502981.625
1045,5971866.57592
1046,3861451.11
1047,4847161.47167
1048,4912263.6
1049,4716087.08333
1050,4355365.785
1051,4031119.05833
1052,2918344.22333
1053,2132980.71
1054,4546485.815
1055,2383527.495
1056,10789048.9185
1057,4646988.555
1058,3363087.395
1059,6856935.39133
1060,4449814.6475
1061,4212192.16
1062,7273156.0635
1063,4371542.51
1064,5100801.475
1065,6146170.39242
1066,5375301.269
1067,4479842.99083
1068,4709489.63
1069,4621001.96167
1070,4293003.945
1071,3933030.18
1072,4889898.245
1073,4614454.185
1074,5010648.615
1075,5279411.34833
1076,3084957.415
1077,7287451.21
1078,3113336.56
1079,6169000.78
1080,5520739.18
1081,4357538.10667
1082,4919233.22583
1083,3794644.76
1084,2913084.64
1085,2906060.18
1086,4849944.1
1087,3682134.40542
1088,4054944.89
1089,3226175.745
1090,4575245.605
1091,5168096.70833
1092,4416920.81
1093,4022839.305
1094,3850298.8875
1095,4171358.33083
1096,3948783.525
1097,3844638.13
1098,4661696.59833
1099,4755560.8475
1100,5390696.15375
1101,5660797.17017
1102,3142730.25333
1103,3910653.99
1104,4569222.79
1105,4668226.0275
1106,5748630.625
1107,4456557.185
1108,7067311.78
1109,5042922.27833
1110,5838712.655
1111,4322647.47
1112,5660800.41342
1113,4309792.775
1114,3550114.735
1115,4727400.26542
1116,4072621.59
1117,5333098.77
1118,8579177.365
1119,4709132.17833
1120,4425445.61017
1121,3101969.205
1122,3989044.7575
1123,4802861.01
1124,4970302.9825
1125,7060832.25
1126,5067128.91
1127,4182676.095
1128,4179038.955
1129,4452028.495
1130,4422151.99
1131,6520656.27
1132,3016625.82
1133,7335645.23
1134,4798929.8025
1135,2783908.1
1136,5722335.82425
1137,3779220.915
1138,4420924.14333
1139,4183556.46
1140,4521629.84
1141,5896927.235
1142,4634301.735
1143,5046949.07333
1144,4460885.14
1145,5627688.025
1146,4208264.48417
1147,2446934.11
1148,9257469.09
1149,4534156.61
1150,4714867.70542
1151,2792644.495
1152,7576855.446
1153,5179082.06542
1154,6618489.35333
1155,2834358.135
1156,3533651.55
1157,4767615.49
1158,4563204.455
1159,4509566.915
1160,4078476.465
1161,4770497.285
1162,4336315.49
1163,3986148.895
1164,5816733.515
1165,3815887.595
1166,4789468.16
1167,4261038.90833
1168,5423271.70333
1169,4214260.685
1170,4377436.77667
1171,7596862.5
1172,2404373.675
1173,6135440.81733
1174,2567552.71
1175,4325614.27
1176,4012416.37
1177,4671333.62517
1178,3453823.32
1179,4324815.1975
1180,8689544.475
1181,4507849.22333
1182,6677785.065
1183,5518102.43167
1184,3560015.96
1185,4277291.585
1186,4379168.685
1187,7344346.54
1188,4551828.465
1189,7424619.335
1190,6276823.08
1191,4122279.705
1192,4547115.02
1193,2937902.0575
1194,4336887.735
1195,4819995.725
1196,3167868.11333
1197,4671643.955
1198,3668947.525
1199,6106001.045
1200,5093260.5675
1201,4899818.82167
1202,7958383.21
1203,3941364.75
1204,5177186.25333
1205,4426493.485
1206,5670969.50042
1207,3487558.005
1208,4200580.14542
1209,4877622.805
1210,6018003.08667
1211,8290889.425
1212,3578992.67
1213,5474992.13625
1214,3658875.79
1215,4447008.235
1216,4415643.475
1217,8153594.81
1218,3624051.34
1219,6954930.11625
1220,5099934.655
1221,8366216.265
1222,7888496.955
1223,4706314.24
1224,5082549.2625
1225,4496774.7
1226,6488719.6825
1227,4720472.7
1228,4041503.59
1229,4966963.705
1230,4199181.68667
1231,4154526.52
1232,3893145.84
1233,4968702.83
1234,5587819.14917
1235,3286893.58
1236,4450053.075
1237,2824416.41
1238,5508807.5
1239,4009671.835
1240,4526790.895
1241,3571277.635
1242,5932525.33742
1243,3021298.875
1244,5712192.2075
1245,4222901.365
1246,3112998.4
1247,4656596.93
1248,3161137.66
1249,4185659.19833
1250,4406383.955
1251,8373860.46
1252,6191346.83333
1253,5920139.79
1254,4523913.98
1255,2461961.74
1256,5345227.37017
1257,3771260.435
1258,4886633.865
1259,3932011.735
1260,8945177.2
1261,6631705.2
1262,6562737.64
1263,4403764.1175
1264,6858196.10608
1265,3792897.43
1266,3397635.825
1267,6855559.77
1268,4251118.945
1269,4390370.5975
1270,3053384.5
1271,4860155.866
1272,4998719.805
1273,2695155.77
1274,3018968.28
1275,4632979.105
1276,5294589.52583
1277,5315643.46833
1278,4263541.91
1279,2567552.71
1280,4863829.25683
1281,4492712.725
1282,7216046.82667
1283,3280321.685
1284,4115183.015
1285,4104714.805
1286,4112666.59333
1287,4498256.74333
1288,9767242.355
1289,3447821.715
1290,5625255.03
1291,2952878.32
1292,6830267.691
1293,7339719.66
1294,8371783.385
1295,6909075.55283
1296,4155731.135
1297,4951388.1225
1298,5301700.99
1299,3606778.355
1300,4052906.255
1301,3306056.315
1302,4048934.175
1303,4025007.0325
1304,3990403.615
1305,4270054.9325
1306,4662456.515
1307,4101061.15
1308,4870230.23
1309,3260238.975
1310,5153035.51
1311,4817336.07
1312,3528345.725
1313,5406654.55583
1314,8417047.3425
1315,4618084.515
1316,4549231.72
1317,7726534.745
1318,4495271.32
1319,3925253.9675
1320,6401108.755
1321,4912399.72833
1322,6555510.235
1323,7911127.86
1324,4323186.05
1325,3821873.705
1326,9148031.58
1327,5391726.30583
1328,4707417.495
1329,5500573.98667
1330,4693325.94833
1331,7310917.595
1332,4679356.33917
1333,3572679.46
1334,4820560.04417
1335,2898995.735
1336,2563479.74
1337,4670434.585
1338,3069557.475
1339,4671997.86792
1340,4439218.70833
1341,4560608.75
1342,3995873.75
1343,2910339.775
1344,5990132.34417
1345,3797382.745
1346,3309692.845
1347,4339405.55
1348,8768292.095
1349,4357322.71
1350,4510899.25
1351,5435956.8625
1352,3539302.195
1353,4682015.55
1354,4476463.56167
1355,3960061.14833
1356,8687937.21
1357,5453161.85933
1358,3992139.08
1359,2518758.595
1360,4371306.47
1361,7079982.86875
1362,2919559.515
1363,6095628.575
1364,5805876.51417
1365,4911137.655
1366,4642693.875
1367,3956828.85333
1368,5048994.385
1369,9904040.43
1370,9528349.54
1371,4272882.06167
1372,4975402.911
1373,5634878.765
1374,3834341.91
1375,4169598.225
1376,4088384.235
1377,3140992.28
1378,11373355.175
1379,4432118.695
1380,4673070.77125
1381,8345153.99542
1382,3542447.395
1383,4440725.94083
1384,4287003.075
1385,4653782.33333
1386,3831920.965
1387,3238230.43
1388,9224390.225
1389,4036243.17
1390,4305278.085
1391,3044811.415
1392,4616976.62667
1393,4770161.545
1394,3856586.46333
1395,4883192.72792
1396,3480862.12
1397,5366293.83942
1398,4466469.51
1399,5150097.82292
1400,4512324.525
1401,5044480.29217
1402,5035778.41
1403,4361262.895
1404,4426517.395
1405,4048630.945
1406,8469114.745
1407,6594137.61167
1408,4477982.37
1409,6366625.495
1410,4069204.635
1411,4252972.381
1412,4614095.095
1413,8850441.69
1414,4460465.205
1415,4855391.5425
1416,4763873.09875
1417,5419659.0575
1418,4057374.37
1419,4282844.45583
1420,5021669.0775
1421,4749338.62667
1422,5300779.85583
1423,6367024.2185
1424,6095600.645
1425,4455126.5725
1426,3281976.415
1427,4296820.055
1428,4498750.8975
1429,3733573.49
1430,4420122.0
1431,4236168.385
1432,4834183.235
1433,3539035.35
1434,2461065.7
1435,4366804.90833
1436,4012911.555
1437,5014939.205
1438,2832635.55
1439,4418978.735
1440,4301818.905
1441,4821389.58
1442,3139436.72
1443,4261666.855
1444,5469599.0775
1445,5277124.58583
1446,7100588.84
1447,4813201.6725
1448,6174147.83583
1449,8051617.59
1450,4867289.375
1451,5255273.8975
1452,10080801.635
1453,4988435.58
1454,5139892.48
1455,4445089.01
1456,4592010.675
1457,4801935.67
1458,4494892.355
1459,4255297.65
1460,6052201.325
1461,5185502.93
1462,4673304.65167
1463,5130296.09
1464,3784221.15
1465,4533588.945
1466,4755696.77833
1467,8257359.58
1468,7159463.94
1469,4214141.475
1470,6019388.38292
1471,4408309.9265
1472,5463489.721
1473,2798317.18
1474,4668007.12833
1475,4638839.47
1476,9322245.385
1477,3756165.125
1478,5221397.56
1479,4719470.825
1480,6086931.86925
1481,4115205.91
1482,8924208.736
1483,5183846.64333
1484,4887833.965
1485,5869974.95917
1486,9218721.48833
1487,6363614.399
1488,4843814.47
1489,4613512.9875
1490,3363089.465
1491,4379529.2
1492,8643987.165
1493,5302188.99042
1494,5739670.27567
1495,4051801.43
1496,4941213.0925
1497,5015409.5075
1498,8150188.5475
1499,5245376.04542
1500,4387854.615
1501,4925032.595
1502,8933019.81
1503,5885579.43667
1504,4862165.94
1505,6130156.215
1506,4397691.405
1507,9093927.55
1508,4284199.94
1509,8260135.635
1510,4057053.965
1511,6311030.335
1512,7439467.8075
1513,4297276.145
1514,4720689.2675
1515,5126607.294
1516,7113095.04875
1517,6552762.41967
1518,4493663.97
1519,5324488.895
1520,4847853.07
1521,4240768.875
1522,5086790.23
1523,5704647.33333
1524,4076356.27167
1525,4158679.935
1526,4558847.815
1527,4569781.205
1528,3877021.17167
1529,4470542.145
1530,4872154.80542
1531,3316412.11
1532,4243770.425
1533,4984716.62833
1534,8604284.89167
1535,5948677.7425
1536,5492022.52258
1537,3909227.145
1538,4687836.39
1539,4336376.95
1540,4446488.365
1541,5903230.71267
1542,10749012.9683
1543,4987164.2285
1544,4890493.775
1545,4135884.875
1546,4454059.3575
1547,2770690.75
1548,6339322.35558
1549,4335182.965
1550,6256173.07167
1551,5482737.57083
1552,4213283.015
1553,4834465.7275
1554,3732477.95
1555,2626359.175
1556,5964112.37542
1557,6941113.955
1558,5011911.09183
1559,3480862.12
1560,5407950.1375
1561,5418712.725
1562,2864223.865
1563,4443625.205
1564,3780117.81
1565,5079762.03
1566,8269221.005
1567,3828128.32833
1568,2905122.65
1569,3978286.17
1570,4978479.7325
1571,8478812.79083
1572,7637024.09125
1573,3757455.61
1574,4626155.48167
1575,3962316.57333
1576,4376599.855
1577,7987666.075
1578,8220759.16
1579,7028539.28775
1580,3032169.415
1581,4248829.82
1582,7235763.785
1583,4113619.6675
1584,3479455.32
1585,9722462.89
1586,3732268.365
1587,6270428.955
1588,4946522.51333
1589,4252331.325
1590,4438162.315
1591,3701111.41
1592,4338446.635
1593,4792795.815
1594,8664739.3
1595,4430876.94
1596,4261983.41
1597,3786339.63
1598,4142061.465
1599,5172538.50333
1600,5061600.98
1601,8106761.73
1602,4540734.53
1603,5532182.175
1604,5069341.4
1605,2934591.89
1606,4411142.325
